node_id:ID,lat:float,lon:float,tipo:string,:LABEL
437558120,-32.8887531,-68.849605,Interseccion,Point
437558121,-32.8876684,-68.8493273,Interseccion,Point
437558123,-32.8866058,-68.8490551,Interseccion,Point
437558124,-32.8855481,-68.8487733,Interseccion,Point
437558126,-32.8844507,-68.8484759,Interseccion,Point
437558469,-32.8839005,-68.8515902,Interseccion,Point
437558471,-32.8827692,-68.8515275,Interseccion,Point
437558472,-32.880339,-68.8510503,Interseccion,Point
437558474,-32.8783162,-68.850158,Interseccion,Point
437558475,-32.8790973,-68.845715,Interseccion,Point
437560037,-32.8808153,-68.8408078,Interseccion,Point
437560039,-32.8809494,-68.8395663,Interseccion,Point
437560041,-32.8812125,-68.8369342,Interseccion,Point
437560043,-32.8798624,-68.8392841,Interseccion,Point
437560045,-32.8784362,-68.8389095,Interseccion,Point
437560047,-32.878514,-68.8375856,Interseccion,Point
437560049,-32.8800315,-68.8366259,Interseccion,Point
437560050,-32.8797848,-68.8405329,Interseccion,Point
437560051,-32.879632,-68.8418406,Interseccion,Point
437560054,-32.8792771,-68.8444549,Interseccion,Point
437560061,-32.8773818,-68.8439303,Interseccion,Point
437560063,-32.8769277,-68.845111,Interseccion,Point
437560064,-32.8783055,-68.8441764,Interseccion,Point
437560068,-32.8786282,-68.8362584,Interseccion,Point
437560072,-32.8790645,-68.8294945,Interseccion,Point
437560073,-32.8792419,-68.8267736,Interseccion,Point
437560074,-32.8797263,-68.836546,Interseccion,Point
437560081,-32.8804014,-68.8270766,Interseccion,Point
437560082,-32.880959,-68.8368689,Interseccion,Point
437560087,-32.8814489,-68.8296166,Interseccion,Point
437561644,-32.8851496,-68.8280157,Interseccion,Point
437561645,-32.8803757,-68.827502,Interseccion,Point
437561646,-32.8851317,-68.8285272,Interseccion,Point
437561648,-32.8913988,-68.8305941,Interseccion,Point
437561738,-32.8888989,-68.8294719,Interseccion,Point
437561739,-32.8914332,-68.8301688,Interseccion,Point
437562111,-32.8912456,-68.8328554,Interseccion,Point
437562112,-32.8909518,-68.837101,Interseccion,Point
437562113,-32.8908464,-68.8382942,Interseccion,Point
437562115,-32.889731,-68.8370369,Interseccion,Point
437562116,-32.8920638,-68.8382063,Interseccion,Point
437562121,-32.8938408,-68.8316898,Interseccion,Point
445782810,-32.8762074,-68.82642,Interseccion,Point
458896744,-32.8888767,-68.8299458,Interseccion,Point
458914804,-32.8971347,-68.8246072,Interseccion,Point
458914808,-32.8964118,-68.8327099,Interseccion,Point
480124223,-32.8801748,-68.8460456,Interseccion,Point
480124225,-32.8816579,-68.8513409,Interseccion,Point
480124228,-32.8802435,-68.8587348,Interseccion,Point
480124230,-32.8789605,-68.85841,Interseccion,Point
480124234,-32.8792006,-68.8571267,Interseccion,Point
480124237,-32.8793303,-68.8505804,Interseccion,Point
480124239,-32.8779154,-68.8581454,Interseccion,Point
480124243,-32.8765932,-68.8592615,Interseccion,Point
480124245,-32.881144,-68.8601037,Interseccion,Point
480124249,-32.88444,-68.8607651,Interseccion,Point
480124253,-32.8738837,-68.8500959,Interseccion,Point
480124255,-32.8735947,-68.8517992,Interseccion,Point
480124259,-32.895139,-68.8574182,Interseccion,Point
480124264,-32.8917179,-68.8581672,Interseccion,Point
480124267,-32.8733033,-68.853331,Interseccion,Point
480124269,-32.8826652,-68.8296904,Interseccion,Point
480124271,-32.8822677,-68.8372117,Interseccion,Point
480124273,-32.8812805,-68.8463335,Interseccion,Point
480124274,-32.8738803,-68.8334887,Interseccion,Point
480124277,-32.8876041,-68.834222,Interseccion,Point
480124279,-32.8876645,-68.8326976,Interseccion,Point
480124283,-32.8739796,-68.8321118,Interseccion,Point
480124286,-32.8740857,-68.8306393,Interseccion,Point
480124288,-32.8877156,-68.8314063,Interseccion,Point
480124290,-32.8741654,-68.8292952,Interseccion,Point
480124294,-32.8742664,-68.8277108,Interseccion,Point
480124297,-32.879156,-68.8280753,Interseccion,Point
480124301,-32.8779867,-68.8271325,Interseccion,Point
480124305,-32.8767965,-68.8268426,Interseccion,Point
480890077,-32.8906281,-68.857887,Interseccion,Point
480890082,-32.8852434,-68.8565183,Interseccion,Point
480890083,-32.8895457,-68.857628,Interseccion,Point
480890085,-32.8884897,-68.85736,Interseccion,Point
480890092,-32.8873762,-68.8570562,Interseccion,Point
480890095,-32.8862969,-68.8567987,Interseccion,Point
480890097,-32.8785487,-68.8547382,Interseccion,Point
480890099,-32.8819901,-68.8556393,Interseccion,Point
480890101,-32.8808826,-68.8553543,Interseccion,Point
480890105,-32.8774942,-68.8544575,Interseccion,Point
480890106,-32.8795951,-68.8550167,Interseccion,Point
480890108,-32.8788306,-68.8531964,Interseccion,Point
480890109,-32.8822801,-68.8541115,Interseccion,Point
480890111,-32.881174,-68.853824,Interseccion,Point
480890119,-32.8887816,-68.8557883,Interseccion,Point
480890121,-32.8876612,-68.8555136,Interseccion,Point
480890127,-32.883791,-68.8545269,Interseccion,Point
480890128,-32.8777881,-68.8529237,Interseccion,Point
480890133,-32.8798822,-68.8534827,Interseccion,Point
480890139,-32.8791617,-68.8514912,Interseccion,Point
480890141,-32.8826034,-68.8524031,Interseccion,Point
480890145,-32.8815,-68.8521141,Interseccion,Point
480890149,-32.88586,-68.8532587,Interseccion,Point
480890151,-32.8890941,-68.8541056,Interseccion,Point
480890153,-32.8879793,-68.8537926,Interseccion,Point
480890160,-32.8838557,-68.8527395,Interseccion,Point
480890163,-32.8781152,-68.851203,Interseccion,Point
480890164,-32.8802016,-68.8517683,Interseccion,Point
480890167,-32.8804412,-68.857671,Interseccion,Point
480890172,-32.8815156,-68.8581427,Interseccion,Point
480890174,-32.8760666,-68.8561639,Interseccion,Point
480890177,-32.8781792,-68.8566967,Interseccion,Point
480890179,-32.8811628,-68.8338267,Interseccion,Point
480890182,-32.8764374,-68.8336057,Interseccion,Point
480890190,-32.8799261,-68.8337686,Interseccion,Point
480890191,-32.882444,-68.8339074,Interseccion,Point
480890194,-32.8776201,-68.8336658,Interseccion,Point
480890196,-32.8787921,-68.8337172,Interseccion,Point
480890198,-32.8752115,-68.83355,Interseccion,Point
480890206,-32.8812587,-68.8324419,Interseccion,Point
480890208,-32.876523,-68.8322315,Interseccion,Point
480890211,-32.8800255,-68.8323837,Interseccion,Point
480890213,-32.8825153,-68.8324964,Interseccion,Point
480890214,-32.8776958,-68.8322824,Interseccion,Point
480890222,-32.8788813,-68.8323348,Interseccion,Point
480890225,-32.8752784,-68.8321753,Interseccion,Point
480890227,-32.8813512,-68.8310411,Interseccion,Point
480890229,-32.8765993,-68.8307813,Interseccion,Point
480890231,-32.8801262,-68.8309796,Interseccion,Point
480890233,-32.8825909,-68.83111,Interseccion,Point
480890238,-32.8777725,-68.8308483,Interseccion,Point
480890240,-32.8789733,-68.8309082,Interseccion,Point
480890241,-32.8753495,-68.8307128,Interseccion,Point
480890244,-32.8766732,-68.8294039,Interseccion,Point
480890246,-32.8778487,-68.8294554,Interseccion,Point
480890251,-32.8754159,-68.8293477,Interseccion,Point
480890252,-32.8767521,-68.827893,Interseccion,Point
480890255,-32.8779293,-68.8279877,Interseccion,Point
480890256,-32.8754913,-68.8277958,Interseccion,Point
480890258,-32.8821514,-68.8385471,Interseccion,Point
480890262,-32.8819033,-68.8410968,Interseccion,Point
480890265,-32.8817818,-68.8424208,Interseccion,Point
480890268,-32.8816446,-68.8437119,Interseccion,Point
480890271,-32.8814661,-68.8450017,Interseccion,Point
480890272,-32.8803363,-68.8447301,Interseccion,Point
480890280,-32.8804981,-68.8434207,Interseccion,Point
480890283,-32.879464,-68.8431558,Interseccion,Point
480890286,-32.8806642,-68.8421329,Interseccion,Point
480890288,-32.8810933,-68.8382554,Interseccion,Point
524678129,-32.8942384,-68.8627124,Interseccion,Point
524678130,-32.8955995,-68.862986,Interseccion,Point
524678131,-32.8987457,-68.8636343,Interseccion,Point
524678132,-32.8980327,-68.8634838,Interseccion,Point
583617091,-32.8993626,-68.8515438,Interseccion,Point
583617098,-32.8990873,-68.8480113,Interseccion,Point
585080647,-32.9021642,-68.8601684,Interseccion,Point
585080656,-32.9023619,-68.8532907,Interseccion,Point
621170511,-32.9039991,-68.8428976,Interseccion,Point
621170524,-32.9045387,-68.8373919,Interseccion,Point
621170525,-32.9054144,-68.8382054,Interseccion,Point
621170527,-32.9045293,-68.8378073,Interseccion,Point
621170534,-32.8997472,-68.8357653,Interseccion,Point
623492198,-32.9013179,-68.8654172,Interseccion,Point
623492222,-32.9016484,-68.8646936,Interseccion,Point
623492225,-32.9013839,-68.8652252,Interseccion,Point
623492234,-32.9012169,-68.8647008,Interseccion,Point
623492253,-32.8993355,-68.8637465,Interseccion,Point
623492261,-32.9003913,-68.864036,Interseccion,Point
623492273,-32.9021387,-68.8640349,Interseccion,Point
623492279,-32.902691,-68.8644042,Interseccion,Point
623492282,-32.9027134,-68.8647125,Interseccion,Point
623492300,-32.9048279,-68.8657956,Interseccion,Point
623492313,-32.9068532,-68.865201,Interseccion,Point
623492342,-32.9023518,-68.859745,Interseccion,Point
623492350,-32.9023719,-68.8528243,Interseccion,Point
623492411,-32.9027019,-68.8635577,Interseccion,Point
623492418,-32.9026943,-68.8623502,Interseccion,Point
623492420,-32.9026517,-68.8613928,Interseccion,Point
623492423,-32.9026041,-68.8603578,Interseccion,Point
623492481,-32.9065897,-68.8604641,Interseccion,Point
623492539,-32.900458,-68.8597401,Interseccion,Point
623492542,-32.9035043,-68.8603481,Interseccion,Point
623492544,-32.9045322,-68.8602654,Interseccion,Point
623492552,-32.9055848,-68.86021,Interseccion,Point
623931822,-32.9009972,-68.8434439,Interseccion,Point
623931824,-32.9012642,-68.8421765,Interseccion,Point
623931827,-32.8982517,-68.8438353,Interseccion,Point
623931828,-32.8980639,-68.8480898,Interseccion,Point
623931837,-32.8961806,-68.8519758,Interseccion,Point
623936682,-32.8798307,-68.8350983,Interseccion,Point
623936685,-32.8810694,-68.8351949,Interseccion,Point
623936688,-32.8787087,-68.8350104,Interseccion,Point
623936694,-32.8827402,-68.8280899,Interseccion,Point
623939915,-32.8855279,-68.8609924,Interseccion,Point
623939919,-32.8800308,-68.8598794,Interseccion,Point
623939928,-32.8835314,-68.8605797,Interseccion,Point
623948377,-32.8896189,-68.8512801,Interseccion,Point
623948380,-32.8873579,-68.8510129,Interseccion,Point
623948381,-32.886275,-68.8510023,Interseccion,Point
623948385,-32.9047567,-68.8532138,Interseccion,Point
623948392,-32.896236,-68.8519336,Interseccion,Point
623948419,-32.8844124,-68.848682,Interseccion,Point
623949459,-32.8776733,-68.8594326,Interseccion,Point
676748101,-32.8933325,-68.8494581,Interseccion,Point
676748105,-32.8942931,-68.8443522,Interseccion,Point
676748107,-32.895013,-68.8405117,Interseccion,Point
676748116,-32.8915707,-68.8589643,Interseccion,Point
676748119,-32.8892886,-68.8589819,Interseccion,Point
676748121,-32.8888065,-68.8616564,Interseccion,Point
676748122,-32.8898754,-68.8618697,Interseccion,Point
676748123,-32.8909037,-68.8563444,Interseccion,Point
676748124,-32.8920027,-68.8566253,Interseccion,Point
676748125,-32.8901425,-68.8543759,Interseccion,Point
676748126,-32.8898299,-68.8560792,Interseccion,Point
676748131,-32.8868946,-68.8535392,Interseccion,Point
676748132,-32.8865821,-68.8552434,Interseccion,Point
676748133,-32.8850392,-68.851335,Interseccion,Point
676748143,-32.8924463,-68.8479287,Interseccion,Point
676748153,-32.8892274,-68.847038,Interseccion,Point
676748154,-32.8889903,-68.8483212,Interseccion,Point
676748155,-32.8881685,-68.8467608,Interseccion,Point
676748156,-32.887911,-68.8480361,Interseccion,Point
676748161,-32.8920978,-68.8437621,Interseccion,Point
676748165,-32.8929136,-68.8454241,Interseccion,Point
676748167,-32.8893296,-68.8404322,Interseccion,Point
676748171,-32.8883983,-68.8455116,Interseccion,Point
676748182,-32.8862465,-68.8449542,Interseccion,Point
676748185,-32.8895684,-68.8390973,Interseccion,Point
676748186,-32.8874296,-68.8385509,Interseccion,Point
676748187,-32.8872095,-68.8398754,Interseccion,Point
677321644,-32.8785332,-68.8429085,Interseccion,Point
677321645,-32.8787788,-68.8416952,Interseccion,Point
886406726,-32.8907594,-68.8639554,Interseccion,Point
886406741,-32.8868276,-68.8630468,Interseccion,Point
890729050,-32.896765,-68.8263859,Interseccion,Point
890729088,-32.8995707,-68.8375097,Interseccion,Point
890729091,-32.8964558,-68.8287192,Interseccion,Point
890729096,-32.8929298,-68.8357838,Interseccion,Point
890729105,-32.8965537,-68.8304691,Interseccion,Point
890729108,-32.9040339,-68.8421418,Interseccion,Point
890729132,-32.895754,-68.8365226,Interseccion,Point
890729140,-32.8968311,-68.8367995,Interseccion,Point
890729146,-32.904419,-68.8387288,Interseccion,Point
890729151,-32.8968587,-68.8246521,Interseccion,Point
890729153,-32.8935454,-68.831033,Interseccion,Point
1057294548,-32.9007777,-68.8530899,Interseccion,Point
1085596774,-32.9040466,-68.8518154,Interseccion,Point
1085596779,-32.8962888,-68.8515609,Interseccion,Point
1085596795,-32.9046957,-68.8516422,Interseccion,Point
1085596799,-32.897923,-68.8511976,Interseccion,Point
1085596824,-32.902398,-68.8518397,Interseccion,Point
1085614517,-32.9030585,-68.8519405,Interseccion,Point
1085614520,-32.9071757,-68.8437305,Interseccion,Point
1085647647,-32.9066515,-68.8529525,Interseccion,Point
1085711099,-32.8962269,-68.8501719,Interseccion,Point
1085711129,-32.8962372,-68.8514874,Interseccion,Point
1085711147,-32.8965571,-68.8435678,Interseccion,Point
1085711152,-32.8962986,-68.8489281,Interseccion,Point
1085711157,-32.8965011,-68.8449507,Interseccion,Point
1085752534,-32.8991406,-68.8481307,Interseccion,Point
1085752536,-32.8994605,-68.8440397,Interseccion,Point
1085752589,-32.8994799,-68.8443866,Interseccion,Point
1085752595,-32.899482,-68.8515517,Interseccion,Point
1085752599,-32.8993536,-68.8475196,Interseccion,Point
1085752611,-32.8993839,-68.8430387,Interseccion,Point
1085752616,-32.8994012,-68.8445869,Interseccion,Point
1085752619,-32.8992392,-68.8445673,Interseccion,Point
1085752622,-32.8994791,-68.8524402,Interseccion,Point
1085752628,-32.8991915,-68.8439859,Interseccion,Point
1085752644,-32.8990835,-68.8475843,Interseccion,Point
1085752652,-32.8992504,-68.8430096,Interseccion,Point
1085752670,-32.8994041,-68.8480594,Interseccion,Point
1085752679,-32.8993018,-68.8416702,Interseccion,Point
1085863334,-32.9014194,-68.8500915,Interseccion,Point
1085863337,-32.8996773,-68.849208,Interseccion,Point
1085863339,-32.9032462,-68.8503022,Interseccion,Point
1085863345,-32.9005321,-68.8464053,Interseccion,Point
1085863348,-32.9033381,-68.8493891,Interseccion,Point
1085863349,-32.9035381,-68.8472945,Interseccion,Point
1085863368,-32.9024435,-68.8511213,Interseccion,Point
1085863370,-32.9013183,-68.8514887,Interseccion,Point
1085863373,-32.9007751,-68.847838,Interseccion,Point
1085863374,-32.9006502,-68.8509312,Interseccion,Point
1085863377,-32.8997708,-68.8444631,Interseccion,Point
1085863380,-32.9018673,-68.8458432,Interseccion,Point
1085863382,-32.9009722,-68.8509689,Interseccion,Point
1085863391,-32.9025231,-68.8502196,Interseccion,Point
1085863393,-32.9022453,-68.8543648,Interseccion,Point
1085863394,-32.9020238,-68.8458522,Interseccion,Point
1085863397,-32.903609,-68.8465817,Interseccion,Point
1085863400,-32.9036722,-68.8459215,Interseccion,Point
1085863401,-32.900611,-68.8471272,Interseccion,Point
1085863404,-32.9016926,-68.8458331,Interseccion,Point
1085863417,-32.9014684,-68.8492872,Interseccion,Point
1085863418,-32.9019038,-68.8450638,Interseccion,Point
1085863421,-32.9024567,-68.8472098,Interseccion,Point
1085863426,-32.8997115,-68.8484942,Interseccion,Point
1085863428,-32.9024002,-68.8516091,Interseccion,Point
1085863432,-32.8997832,-68.8470859,Interseccion,Point
1085863447,-32.9004201,-68.8446241,Interseccion,Point
1085863449,-32.9000587,-68.8501628,Interseccion,Point
1085863450,-32.9038624,-68.8442002,Interseccion,Point
1085863456,-32.9031849,-68.8426829,Interseccion,Point
1085863462,-32.9020476,-68.8437283,Interseccion,Point
1085863467,-32.9021319,-68.8558721,Interseccion,Point
1085863469,-32.9020029,-68.8464878,Interseccion,Point
1085863482,-32.9033992,-68.848715,Interseccion,Point
1085863491,-32.9025355,-68.8465157,Interseccion,Point
1085863496,-32.9007766,-68.8447222,Interseccion,Point
1085863508,-32.8997655,-68.8463694,Interseccion,Point
1085863510,-32.8997507,-68.8477789,Interseccion,Point
1085863512,-32.8999999,-68.8508551,Interseccion,Point
1085863514,-32.9003612,-68.8501566,Interseccion,Point
1085863523,-32.900692,-68.8501386,Interseccion,Point
1085863538,-32.9016734,-68.8464689,Interseccion,Point
1085863544,-32.902665,-68.8454357,Interseccion,Point
1085863548,-32.8996633,-68.8501475,Interseccion,Point
1085863549,-32.9007981,-68.842061,Interseccion,Point
1085863552,-32.9005913,-68.8457695,Interseccion,Point
1085863555,-32.9006267,-68.843349,Interseccion,Point
1085863557,-32.9003214,-68.8508927,Interseccion,Point
1085863570,-32.8996774,-68.8508197,Interseccion,Point
1085863572,-32.9022546,-68.847905,Interseccion,Point
1085863578,-32.9013522,-68.8510038,Interseccion,Point
1085863579,-32.9010166,-68.8501156,Interseccion,Point
1085863581,-32.9029359,-68.8439705,Interseccion,Point
1085969394,-32.8990692,-68.8476981,Interseccion,Point
1085969406,-32.8994154,-68.8476297,Interseccion,Point
1085969451,-32.8991733,-68.8443826,Interseccion,Point
1085998390,-32.8964612,-68.8409233,Interseccion,Point
1086014015,-32.8975629,-68.8480272,Interseccion,Point
1086014021,-32.8972903,-68.8479389,Interseccion,Point
1086062886,-32.8854144,-68.8433078,Interseccion,Point
1086062889,-32.8937384,-68.8473006,Interseccion,Point
1086062891,-32.8929382,-68.845293,Interseccion,Point
1086062896,-32.8994207,-68.8527227,Interseccion,Point
1086062930,-32.878812,-68.8415507,Interseccion,Point
1086062933,-32.8843039,-68.8430044,Interseccion,Point
1086062935,-32.8918867,-68.8450016,Interseccion,Point
1086062938,-32.8961913,-68.8478684,Interseccion,Point
1086062943,-32.890847,-68.8447377,Interseccion,Point
1086062975,-32.8940579,-68.845602,Interseccion,Point
1086062984,-32.886508,-68.8436072,Interseccion,Point
1086062987,-32.8875849,-68.8438909,Interseccion,Point
1086123027,-32.8957419,-68.8575071,Interseccion,Point
1086123036,-32.898183,-68.8451794,Interseccion,Point
1086123039,-32.8960453,-68.8545441,Interseccion,Point
1086123047,-32.8979772,-68.8496608,Interseccion,Point
1086123054,-32.8959601,-68.8554073,Interseccion,Point
1086123057,-32.8963548,-68.8482066,Interseccion,Point
1086147416,-32.8768554,-68.8578534,Interseccion,Point
1086147434,-32.8737577,-68.857009,Interseccion,Point
1086205256,-32.8975391,-68.8501015,Interseccion,Point
1086205298,-32.8982448,-68.8478389,Interseccion,Point
1086205301,-32.8979423,-68.8506492,Interseccion,Point
1086232632,-32.8993682,-68.8611346,Interseccion,Point
1086232634,-32.9006365,-68.8516295,Interseccion,Point
1086232636,-32.901719,-68.8517762,Interseccion,Point
1086232639,-32.9011908,-68.8516991,Interseccion,Point
1086232640,-32.9011545,-68.8527307,Interseccion,Point
1086232646,-32.9006244,-68.8526685,Interseccion,Point
1086232657,-32.8994361,-68.8557015,Interseccion,Point
1086232659,-32.901699,-68.8527801,Interseccion,Point
1086254360,-32.894286,-68.8238432,Interseccion,Point
1086265074,-32.9005442,-68.8541845,Interseccion,Point
1086265081,-32.9017206,-68.8543241,Interseccion,Point
1086265086,-32.9015974,-68.8613513,Interseccion,Point
1086265108,-32.9016475,-68.8584928,Interseccion,Point
1086265113,-32.9022626,-68.8637414,Interseccion,Point
1086265127,-32.9021913,-68.8613754,Interseccion,Point
1086265132,-32.901548,-68.864165,Interseccion,Point
1086265136,-32.9016706,-68.8571771,Interseccion,Point
1086265141,-32.9019401,-68.8543452,Interseccion,Point
1086265156,-32.9007404,-68.8542073,Interseccion,Point
1086265159,-32.8994565,-68.8540774,Interseccion,Point
1086265162,-32.9022344,-68.8626751,Interseccion,Point
1086265174,-32.9016933,-68.8558796,Interseccion,Point
1086265180,-32.901953,-68.8532556,Interseccion,Point
1086265185,-32.9015751,-68.8626216,Interseccion,Point
1086265189,-32.898314,-68.8538939,Interseccion,Point
1086265211,-32.9016212,-68.8599934,Interseccion,Point
1086742602,-32.8876269,-68.8495459,Interseccion,Point
1086742611,-32.8908699,-68.8504117,Interseccion,Point
1086742614,-32.8959351,-68.85195,Interseccion,Point
1086742616,-32.8898236,-68.8501318,Interseccion,Point
1086742625,-32.8930423,-68.8509971,Interseccion,Point
1086742636,-32.8919159,-68.8506915,Interseccion,Point
1086742672,-32.8958414,-68.8517967,Interseccion,Point
1086742680,-32.8865692,-68.8492621,Interseccion,Point
1086742689,-32.8887109,-68.8498333,Interseccion,Point
1086742730,-32.8959106,-68.8514933,Interseccion,Point
1086742734,-32.8855115,-68.8489889,Interseccion,Point
1086779775,-32.8980838,-68.8610024,Interseccion,Point
1086779782,-32.8926771,-68.862427,Interseccion,Point
1086779787,-32.8934147,-68.8531999,Interseccion,Point
1086779793,-32.9033435,-68.857353,Interseccion,Point
1086779799,-32.8994037,-68.8582968,Interseccion,Point
1086779838,-32.8932053,-68.8625281,Interseccion,Point
1086779842,-32.8946432,-68.8606437,Interseccion,Point
1086779852,-32.8981748,-68.8581927,Interseccion,Point
1086779855,-32.8994198,-68.8570088,Interseccion,Point
1086779858,-32.8969335,-68.8581119,Interseccion,Point
1086779861,-32.8969873,-68.8546115,Interseccion,Point
1086779865,-32.8969542,-68.8567857,Interseccion,Point
1086779887,-32.8948574,-68.8534241,Interseccion,Point
1086779893,-32.8982176,-68.856883,Interseccion,Point
1086779899,-32.893568,-68.8604506,Interseccion,Point
1086779916,-32.8934287,-68.8550177,Interseccion,Point
1086779938,-32.8949374,-68.8590311,Interseccion,Point
1086779948,-32.8937392,-68.8532461,Interseccion,Point
1086779950,-32.8934307,-68.8511025,Interseccion,Point
1086779953,-32.9004789,-68.858393,Interseccion,Point
1086779957,-32.898077,-68.8621513,Interseccion,Point
1086779959,-32.8982591,-68.8555904,Interseccion,Point
1086779974,-32.893076,-68.8569308,Interseccion,Point
1086779978,-32.8968754,-68.8619997,Interseccion,Point
1086779981,-32.9004348,-68.8612307,Interseccion,Point
1086779984,-32.8938386,-68.8589535,Interseccion,Point
1086779986,-32.9004992,-68.8570868,Interseccion,Point
1086779988,-32.8956533,-68.8618348,Interseccion,Point
1086780010,-32.8925788,-68.8603682,Interseccion,Point
1086780013,-32.9004155,-68.862474,Interseccion,Point
1086780022,-32.8981299,-68.8595084,Interseccion,Point
1086780025,-32.8968908,-68.8608729,Interseccion,Point
1086780028,-32.8924894,-68.8589324,Interseccion,Point
1086780032,-32.894495,-68.8552946,Interseccion,Point
1086780061,-32.8944426,-68.8616671,Interseccion,Point
1086780063,-32.8968542,-68.8632409,Interseccion,Point
1086780064,-32.9005196,-68.8557686,Interseccion,Point
1086780066,-32.8913141,-68.8603541,Interseccion,Point
1086780069,-32.8950542,-68.8553545,Interseccion,Point
1086780071,-32.905437,-68.8572147,Interseccion,Point
1086780075,-32.8969142,-68.8593973,Interseccion,Point
1086780113,-32.8993531,-68.8623425,Interseccion,Point
1086780114,-32.8926558,-68.8530884,Interseccion,Point
1086780130,-32.8969738,-68.8555015,Interseccion,Point
1086780136,-32.8956925,-68.8607355,Interseccion,Point
1086780140,-32.8927373,-68.8589242,Interseccion,Point
1086780142,-32.8923525,-68.8547311,Interseccion,Point
